test_object,true_type,classified_as,decision_value,material_name,rigidity,glossiness,decision_value_norm,Glossiness,Rigidity,Enviroment_Map,Texture,init_rot,end_rot,Force,disp_scale,disp_depth,glossID,rigidID,type_truncted,type8way,detail,decisionNormalized,obj_dir,shiny_adap_trials.thisRepN,shiny_adap_trials.thisTrialN,shiny_adap_trials.thisN,shiny_adap_trials.thisIndex,gloss_trials.thisRepN,gloss_trials.thisTrialN,gloss_trials.thisN,gloss_trials.thisIndex,high_dec_dir,low_dec_dir,groundTruth,highly,lowInd,highDecision,lowDecision,deltaDecision,actual_target_pos,response.keys,corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate
298,0,0,-19.53749142,"shiny_rigid_machineShop_None_[19, 0, 0]_[-46, -50, -54]_None_1.838_2_5",rigid,shiny,-0.845137919,shiny,rigid,machineShop,None,"[19, 0, 0]","[-46, -50, -54]",None,1.838,2,0,0,2,1,1,-0.639498798,validationSet_v7_movies/298.mp4,,,,,1,2,22,2,validationSet_v7_movies/280.mp4,validationSet_v7_movies/311.mp4,shiny,280,311,-0.570944753,-0.020533448,-0.619448315,left,left,1,0.1754285,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
281,0,0,-18.99610056,"shiny_rigid_machineShop_None_[76, 0, 0]_[-53, 38, 48]_None_1.693_2_0",rigid,shiny,-0.825194501,shiny,rigid,machineShop,None,"[76, 0, 0]","[-53, 38, 48]",None,1.693,2,0,0,2,1,1,-0.621778058,validationSet_v7_movies/281.mp4,,,,,1,3,23,3,validationSet_v7_movies/298.mp4,validationSet_v7_movies/366.mp4,shiny,298,366,-0.639498798,0.09018918,-0.821211311,left,left,1,0.1623338,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
282,0,0,-18.18064232,"shiny_rigid_machineShop_None_[68, 0, 0]_[48, 43, -35]_None_1.08_0_14",rigid,shiny,-0.795155161,shiny,rigid,machineShop,None,"[68, 0, 0]","[48, 43, -35]",None,1.08,0,0,0,2,1,1,-0.595086578,validationSet_v7_movies/282.mp4,,,,,1,4,24,4,validationSet_v7_movies/126.mp4,validationSet_v7_movies/340.mp4,shiny,126,340,-0.777101626,-0.007059391,-0.866627124,right,left,0,0.1721236,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
294,0,0,-18.1286322,"shiny_rigid_machineShop_None_[26, 0, 0]_[48, -42, -46]_None_1.876_2_15",rigid,shiny,-0.793239245,shiny,rigid,machineShop,None,"[26, 0, 0]","[48, -42, -46]",None,1.876,2,0,0,2,1,1,-0.593384189,validationSet_v7_movies/294.mp4,,,,,1,5,25,5,validationSet_v7_movies/281.mp4,validationSet_v7_movies/67.mp4,shiny,281,67,-0.621778058,0.137511452,-0.854525705,right,left,0,0.2137152,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
110,0,0,-17.80273237,"shiny_soft_lobby_None_[61, 0, 0]_[61, 0, 0]_FORCE_1.816_1_19",soft,shiny,-0.781233951,shiny,soft,lobby,None,"[61, 0, 0]","[61, 0, 0]",FORCE,1.816,1,0,1,1,-1,-1,-0.582716876,validationSet_v7_movies/110.mp4,,,,,1,6,26,6,validationSet_v7_movies/182.mp4,validationSet_v7_movies/392.mp4,shiny,182,392,-0.684325772,-0.002595989,-0.767237814,right,left,0,0.2182408,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
151,0,0,-17.78750367,"shiny_soft_galileo_None_[54, 0, 0]_[54, 0, 0]_MAGNET_1.292_0_7",soft,shiny,-0.780672966,shiny,soft,galileo,None,"[54, 0, 0]","[54, 0, 0]",MAGNET,1.292,0,0,1,1,-1,-1,-0.582218412,validationSet_v7_movies/151.mp4,,,,,1,7,27,7,validationSet_v7_movies/282.mp4,validationSet_v7_movies/188.mp4,shiny,282,188,-0.595086578,0.113420068,-0.797373246,right,left,0,0.0022664,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
280,0,0,-17.44307924,"shiny_rigid_machineShop_None_[88, 0, 0]_[-54, -35, 29]_None_1.046_0_11",rigid,shiny,-0.767985274,shiny,rigid,machineShop,None,"[88, 0, 0]","[-54, -35, 29]",None,1.046,0,0,0,2,1,1,-0.570944753,validationSet_v7_movies/280.mp4,,,,,1,8,28,8,validationSet_v7_movies/117.mp4,validationSet_v7_movies/155.mp4,shiny,117,155,-0.562854078,0.053612941,-0.693789269,left,left,1,0.3310569,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
117,0,0,-17.19589897,"shiny_soft_lobby_None_[12, 0, 0]_[12, 0, 0]_WIND_1.567_1_13",soft,shiny,-0.758879802,shiny,soft,lobby,None,"[12, 0, 0]","[12, 0, 0]",WIND,1.567,1,0,1,1,-1,-1,-0.562854078,validationSet_v7_movies/117.mp4,,,,,1,9,29,9,validationSet_v7_movies/151.mp4,validationSet_v7_movies/264.mp4,shiny,151,264,-0.582218412,0.03223399,-0.691521963,left,left,1,0.0604529,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
311,0,0,-0.627322638,"shiny_rigid_lobby_None_[32, 0, 0]_[47, -44, 0]_None_1.844_2_15",rigid,shiny,-0.148536959,shiny,rigid,lobby,None,"[32, 0, 0]","[47, -44, 0]",None,1.844,2,0,0,2,1,1,-0.020533448,validationSet_v7_movies/311.mp4,,,,,1,10,30,10,validationSet_v7_movies/294.mp4,validationSet_v7_movies/264.mp4,shiny,294,264,-0.593384189,0.03223399,-0.704088242,left,left,1,0.0249799,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
235,0,0,-0.60080669,"shiny_rigid_uenoShrine_None_[31, 0, 0]_[-44, 30, 36]_None_0.941_0_5",rigid,shiny,-0.147560181,shiny,rigid,uenoShrine,None,"[31, 0, 0]","[-44, 30, 36]",None,0.941,0,0,0,2,1,1,-0.019665532,validationSet_v7_movies/235.mp4,,,,,1,11,31,11,validationSet_v7_movies/110.mp4,validationSet_v7_movies/276.mp4,shiny,110,276,-0.582716876,-0.009930609,-0.644629726,left,left,1,0.1472697,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
276,0,0,-0.303392566,"shiny_rigid_rnl_None_[21, 0, 0]_[-46, 39, 0]_None_1.97_2_19",rigid,shiny,-0.136604225,shiny,rigid,rnl,None,"[21, 0, 0]","[-46, 39, 0]",None,1.97,2,0,0,2,1,1,-0.009930609,validationSet_v7_movies/276.mp4,,,,,1,12,32,12,validationSet_v7_movies/280.mp4,validationSet_v7_movies/235.mp4,shiny,280,235,-0.570944753,-0.019665532,-0.620425093,right,left,0,0.8918279,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
340,0,0,-0.215673261,"shiny_rigid_galileo_None_[9, 0, 0]_[-52, -57, -37]_None_1.011_0_6",rigid,shiny,-0.133372876,shiny,rigid,galileo,None,"[9, 0, 0]","[-52, -57, -37]",None,1.011,0,0,0,2,1,1,-0.007059391,validationSet_v7_movies/340.mp4,,,,,1,13,33,13,validationSet_v7_movies/298.mp4,validationSet_v7_movies/311.mp4,shiny,298,311,-0.639498798,-0.020533448,-0.69660096,right,right,1,0.1806172,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
392,0,0,-0.079310728,"shiny_rigid_abandoned_None_[30, 0, 0]_[29, 35, 43]_None_1.516_2_9",rigid,shiny,-0.128349639,shiny,rigid,abandoned,None,"[30, 0, 0]","[29, 35, 43]",None,1.516,2,0,0,2,1,1,-0.002595989,validationSet_v7_movies/392.mp4,,,,,1,14,34,14,validationSet_v7_movies/126.mp4,validationSet_v7_movies/366.mp4,shiny,126,366,-0.777101626,0.09018918,-0.976073392,left,left,1,0.5152564,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
264,0,1,0.984788891,"shiny_rigid_rnl_None_[66, 0, 0]_[33, -42, 42]_None_1.956_1_2",rigid,shiny,-0.089151003,shiny,rigid,rnl,None,"[66, 0, 0]","[33, -42, 42]",None,1.956,1,0,0,2,1,1,0.03223399,validationSet_v7_movies/264.mp4,,,,,1,15,35,15,validationSet_v7_movies/281.mp4,validationSet_v7_movies/340.mp4,shiny,281,340,-0.621778058,-0.007059391,-0.691821625,right,left,0,0.2460374,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
155,0,1,1.637942683,"shiny_soft_galileo_None_[24, 0, 0]_[24, 0, 0]_VORTEX_0.969_0_4",soft,shiny,-0.065090533,shiny,soft,galileo,None,"[24, 0, 0]","[24, 0, 0]",VORTEX,0.969,0,0,1,1,-1,-1,0.053612941,validationSet_v7_movies/155.mp4,,,,,1,16,36,16,validationSet_v7_movies/182.mp4,validationSet_v7_movies/67.mp4,shiny,182,67,-0.684325772,0.137511452,-0.924918657,left,right,0,0.5045265,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
366,0,1,2.755392713,"shiny_rigid_castel_None_[71, 0, 0]_[-32, -29, -43]_None_1.897_2_18",rigid,shiny,-0.023926608,shiny,rigid,castel,None,"[71, 0, 0]","[-32, -29, -43]",None,1.897,2,0,0,2,1,1,0.09018918,validationSet_v7_movies/366.mp4,,,,,1,17,37,17,validationSet_v7_movies/282.mp4,validationSet_v7_movies/392.mp4,shiny,282,392,-0.595086578,-0.002595989,-0.666805522,right,left,0,0.3088647,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
188,0,1,3.465125528,"shiny_soft_abandoned_None_[61, 0, 0]_[61, 0, 0]_FORCE_1.086_0_0",soft,shiny,0.002218085,shiny,soft,abandoned,None,"[61, 0, 0]","[61, 0, 0]",FORCE,1.086,0,0,1,1,-1,-1,0.113420068,validationSet_v7_movies/188.mp4,,,,,1,18,38,18,validationSet_v7_movies/117.mp4,validationSet_v7_movies/188.mp4,shiny,117,188,-0.562854078,0.113420068,-0.761097887,left,left,1,0.0239102,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
67,0,1,4.201147548,"shiny_soft_rnl_None_[69, 0, 0]_[69, 0, 0]_TURBULENCE_1.408_1_6",soft,shiny,0.029331204,shiny,soft,rnl,None,"[69, 0, 0]","[69, 0, 0]",TURBULENCE,1.408,1,0,1,1,-1,-1,0.137511452,validationSet_v7_movies/67.mp4,,,,,1,19,39,19,validationSet_v7_movies/151.mp4,validationSet_v7_movies/155.mp4,shiny,151,155,-0.582218412,0.053612941,-0.715582433,right,right,1,0.0822627,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
126,0,0,-23.74143063,"shiny_soft_gothicManor_None_[7, 0, 0]_[7, 0, 0]_CHARGE_1.961_1_5",soft,shiny,-1,shiny,soft,gothicManor,None,"[7, 0, 0]","[7, 0, 0]",CHARGE,1.961,1,0,1,1,-1,-1,-0.777101626,validationSet_v7_movies/126.mp4,,,,,2,0,40,0,validationSet_v7_movies/294.mp4,validationSet_v7_movies/155.mp4,shiny,294,155,-0.593384189,0.053612941,-0.728148712,right,right,1,0.045047,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
182,0,0,-20.90701178,"shiny_soft_abandoned_None_[86, 0, 0]_[86, 0, 0]_WIND_1.99_2_7",soft,shiny,-0.895587453,shiny,soft,abandoned,None,"[86, 0, 0]","[86, 0, 0]",WIND,1.99,2,0,1,1,-1,-1,-0.684325772,validationSet_v7_movies/182.mp4,,,,,2,1,41,1,validationSet_v7_movies/110.mp4,validationSet_v7_movies/264.mp4,shiny,110,264,-0.582716876,0.03223399,-0.692082948,left,right,0,0.1116013,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
298,0,0,-19.53749142,"shiny_rigid_machineShop_None_[19, 0, 0]_[-46, -50, -54]_None_1.838_2_5",rigid,shiny,-0.845137919,shiny,rigid,machineShop,None,"[19, 0, 0]","[-46, -50, -54]",None,1.838,2,0,0,2,1,1,-0.639498798,validationSet_v7_movies/298.mp4,,,,,2,2,42,2,validationSet_v7_movies/280.mp4,validationSet_v7_movies/276.mp4,shiny,280,276,-0.570944753,-0.009930609,-0.631381049,left,left,1,0.2199063,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
281,0,0,-18.99610056,"shiny_rigid_machineShop_None_[76, 0, 0]_[-53, 38, 48]_None_1.693_2_0",rigid,shiny,-0.825194501,shiny,rigid,machineShop,None,"[76, 0, 0]","[-53, 38, 48]",None,1.693,2,0,0,2,1,1,-0.621778058,validationSet_v7_movies/281.mp4,,,,,2,3,43,3,validationSet_v7_movies/298.mp4,validationSet_v7_movies/235.mp4,shiny,298,235,-0.639498798,-0.019665532,-0.697577738,right,right,1,0.2287103,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
282,0,0,-18.18064232,"shiny_rigid_machineShop_None_[68, 0, 0]_[48, 43, -35]_None_1.08_0_14",rigid,shiny,-0.795155161,shiny,rigid,machineShop,None,"[68, 0, 0]","[48, 43, -35]",None,1.08,0,0,0,2,1,1,-0.595086578,validationSet_v7_movies/282.mp4,,,,,2,4,44,4,validationSet_v7_movies/126.mp4,validationSet_v7_movies/311.mp4,shiny,126,311,-0.777101626,-0.020533448,-0.851463041,right,right,1,0.1822534,621781,1,2023-04-06_17h50.03.830,non_rigid_shiny_experiment_v3,2022.2.4,60.09752627
