test_object,true_type,classified_as,decision_value,material_name,rigidity,glossiness,decision_value_norm,Glossiness,Rigidity,Enviroment_Map,Texture,init_rot,end_rot,Force,disp_scale,disp_depth,glossID,rigidID,type_truncted,type8way,detail,obj_dir,shiny_adap_trials.thisRepN,shiny_adap_trials.thisTrialN,shiny_adap_trials.thisN,shiny_adap_trials.thisIndex,gloss_trials.thisRepN,gloss_trials.thisTrialN,gloss_trials.thisN,gloss_trials.thisIndex,high_dec_dir,low_dec_dir,groundTruth,highInd,lowInd,deltaDecision,actual_target_pos,response.keys,response.rt,cor_preddnn,participant,session,date,expName,psychopyVersion,frameRate,
294,0,0,-18.1286322,"shiny_rigid_machineShop_None_[26, 0, 0]_[48, -42, -46]_None_1.876_2_15",rigid,shiny,-0.793239245,shiny,rigid,machineShop,None,"[26, 0, 0]","[48, -42, -46]",None,1.876,2,0,0,2,1,1,validationSet_v7_movies/294.mp4,,,,,2,5,45,5,validationSet_v7_movies/110.mp4,validationSet_v7_movies/188.mp4,shiny,110,188,-0.783452036,right,['left'],[0.12161329999798909],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
110,0,0,-17.80273237,"shiny_soft_lobby_None_[61, 0, 0]_[61, 0, 0]_FORCE_1.816_1_19",soft,shiny,-0.781233951,shiny,soft,lobby,None,"[61, 0, 0]","[61, 0, 0]",FORCE,1.816,1,0,1,1,-1,-1,validationSet_v7_movies/110.mp4,,,,,2,6,46,6,validationSet_v7_movies/298.mp4,validationSet_v7_movies/155.mp4,shiny,298,155,-0.780047386,left,['left'],[0.04079890000866726],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
151,0,0,-17.78750367,"shiny_soft_galileo_None_[54, 0, 0]_[54, 0, 0]_MAGNET_1.292_0_7",soft,shiny,-0.780672966,shiny,soft,galileo,None,"[54, 0, 0]","[54, 0, 0]",MAGNET,1.292,0,0,1,1,-1,-1,validationSet_v7_movies/151.mp4,,,,,2,7,47,7,validationSet_v7_movies/182.mp4,validationSet_v7_movies/264.mp4,shiny,182,264,-0.80643645,right,['left'],[0.05064760000095703],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
280,0,0,-17.44307924,"shiny_rigid_machineShop_None_[88, 0, 0]_[-54, -35, 29]_None_1.046_0_11",rigid,shiny,-0.767985274,shiny,rigid,machineShop,None,"[88, 0, 0]","[-54, -35, 29]",None,1.046,0,0,0,2,1,1,validationSet_v7_movies/280.mp4,,,,,2,8,48,8,validationSet_v7_movies/117.mp4,validationSet_v7_movies/235.mp4,shiny,117,235,-0.611319621,right,['left'],[0.1790192000044044],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
117,0,0,-17.19589897,"shiny_soft_lobby_None_[12, 0, 0]_[12, 0, 0]_WIND_1.567_1_13",soft,shiny,-0.758879802,shiny,soft,lobby,None,"[12, 0, 0]","[12, 0, 0]",WIND,1.567,1,0,1,1,-1,-1,validationSet_v7_movies/117.mp4,,,,,2,9,49,9,validationSet_v7_movies/126.mp4,validationSet_v7_movies/366.mp4,shiny,126,366,-0.976073392,left,['left'],[0.026647399994544685],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
311,0,0,-0.627322638,"shiny_rigid_lobby_None_[32, 0, 0]_[47, -44, 0]_None_1.844_2_15",rigid,shiny,-0.148536959,shiny,rigid,lobby,None,"[32, 0, 0]","[47, -44, 0]",None,1.844,2,0,0,2,1,1,validationSet_v7_movies/311.mp4,,,,,2,10,50,10,validationSet_v7_movies/280.mp4,validationSet_v7_movies/366.mp4,shiny,280,366,-0.744058666,left,['left'],[0.20493849998456426],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
235,0,0,-0.60080669,"shiny_rigid_uenoShrine_None_[31, 0, 0]_[-44, 30, 36]_None_0.941_0_5",rigid,shiny,-0.147560181,shiny,rigid,uenoShrine,None,"[31, 0, 0]","[-44, 30, 36]",None,0.941,0,0,0,2,1,1,validationSet_v7_movies/235.mp4,,,,,2,11,51,11,validationSet_v7_movies/281.mp4,validationSet_v7_movies/311.mp4,shiny,281,311,-0.6766575420000001,left,['left'],[0.18198439999832772],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
276,0,0,-0.303392566,"shiny_rigid_rnl_None_[21, 0, 0]_[-46, 39, 0]_None_1.97_2_19",rigid,shiny,-0.136604225,shiny,rigid,rnl,None,"[21, 0, 0]","[-46, 39, 0]",None,1.97,2,0,0,2,1,1,validationSet_v7_movies/276.mp4,,,,,2,12,52,12,validationSet_v7_movies/151.mp4,validationSet_v7_movies/340.mp4,shiny,151,340,-0.64730009,right,['left'],[0.14203279998037033],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
340,0,0,-0.215673261,"shiny_rigid_galileo_None_[9, 0, 0]_[-52, -57, -37]_None_1.011_0_6",rigid,shiny,-0.133372876,shiny,rigid,galileo,None,"[9, 0, 0]","[-52, -57, -37]",None,1.011,0,0,0,2,1,1,validationSet_v7_movies/340.mp4,,,,,2,13,53,13,validationSet_v7_movies/294.mp4,validationSet_v7_movies/276.mp4,shiny,294,276,-0.65663502,right,['left'],[0.155620400008047],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
392,0,0,-0.079310728,"shiny_rigid_abandoned_None_[30, 0, 0]_[29, 35, 43]_None_1.516_2_9",rigid,shiny,-0.128349639,shiny,rigid,abandoned,None,"[30, 0, 0]","[29, 35, 43]",None,1.516,2,0,0,2,1,1,validationSet_v7_movies/392.mp4,,,,,2,14,54,14,validationSet_v7_movies/282.mp4,validationSet_v7_movies/67.mp4,shiny,282,67,-0.824486365,left,['left'],[0.17866989999311045],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
264,0,1,0.984788891,"shiny_rigid_rnl_None_[66, 0, 0]_[33, -42, 42]_None_1.956_1_2",rigid,shiny,-0.089151003,shiny,rigid,rnl,None,"[66, 0, 0]","[33, -42, 42]",None,1.956,1,0,0,2,1,1,validationSet_v7_movies/264.mp4,,,,,2,15,55,15,validationSet_v7_movies/110.mp4,validationSet_v7_movies/392.mp4,shiny,110,392,-0.6528843120000001,left,['left'],[0.21673280000686646],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
155,0,1,1.637942683,"shiny_soft_galileo_None_[24, 0, 0]_[24, 0, 0]_VORTEX_0.969_0_4",soft,shiny,-0.065090533,shiny,soft,galileo,None,"[24, 0, 0]","[24, 0, 0]",VORTEX,0.969,0,0,1,1,-1,-1,validationSet_v7_movies/155.mp4,,,,,2,16,56,16,validationSet_v7_movies/298.mp4,validationSet_v7_movies/188.mp4,shiny,298,188,-0.847356004,left,['left'],[0.22768850001739338],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
366,0,1,2.755392713,"shiny_rigid_castel_None_[71, 0, 0]_[-32, -29, -43]_None_1.897_2_18",rigid,shiny,-0.023926608,shiny,rigid,castel,None,"[71, 0, 0]","[-32, -29, -43]",None,1.897,2,0,0,2,1,1,validationSet_v7_movies/366.mp4,,,,,2,17,57,17,validationSet_v7_movies/182.mp4,validationSet_v7_movies/155.mp4,shiny,182,155,-0.83049692,left,['left'],[0.010864800016861409],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
188,0,1,3.465125528,"shiny_soft_abandoned_None_[61, 0, 0]_[61, 0, 0]_FORCE_1.086_0_0",soft,shiny,0.002218085,shiny,soft,abandoned,None,"[61, 0, 0]","[61, 0, 0]",FORCE,1.086,0,0,1,1,-1,-1,validationSet_v7_movies/188.mp4,,,,,2,18,58,18,validationSet_v7_movies/117.mp4,validationSet_v7_movies/264.mp4,shiny,117,264,-0.669728799,right,['left'],[0.12003890000050887],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
67,0,1,4.201147548,"shiny_soft_rnl_None_[69, 0, 0]_[69, 0, 0]_TURBULENCE_1.408_1_6",soft,shiny,0.029331204,shiny,soft,rnl,None,"[69, 0, 0]","[69, 0, 0]",TURBULENCE,1.408,1,0,1,1,-1,-1,validationSet_v7_movies/67.mp4,,,,,2,19,59,19,validationSet_v7_movies/126.mp4,validationSet_v7_movies/235.mp4,shiny,126,235,-0.852439819,left,['left'],[0.04752270001336001],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
126,0,0,-23.74143063,"shiny_soft_gothicManor_None_[7, 0, 0]_[7, 0, 0]_CHARGE_1.961_1_5",soft,shiny,-1.0,shiny,soft,gothicManor,None,"[7, 0, 0]","[7, 0, 0]",CHARGE,1.961,1,0,1,1,-1,-1,validationSet_v7_movies/126.mp4,,,,,3,0,60,0,validationSet_v7_movies/280.mp4,validationSet_v7_movies/235.mp4,shiny,280,235,-0.620425093,right,['left'],[0.024007400003029034],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
182,0,0,-20.90701178,"shiny_soft_abandoned_None_[86, 0, 0]_[86, 0, 0]_WIND_1.99_2_7",soft,shiny,-0.895587453,shiny,soft,abandoned,None,"[86, 0, 0]","[86, 0, 0]",WIND,1.99,2,0,1,1,-1,-1,validationSet_v7_movies/182.mp4,,,,,3,1,61,1,validationSet_v7_movies/281.mp4,validationSet_v7_movies/366.mp4,shiny,281,366,-0.801267893,right,['left'],[0.05295089998980984],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
298,0,0,-19.53749142,"shiny_rigid_machineShop_None_[19, 0, 0]_[-46, -50, -54]_None_1.838_2_5",rigid,shiny,-0.845137919,shiny,rigid,machineShop,None,"[19, 0, 0]","[-46, -50, -54]",None,1.838,2,0,0,2,1,1,validationSet_v7_movies/298.mp4,,,,,3,2,62,2,validationSet_v7_movies/151.mp4,validationSet_v7_movies/311.mp4,shiny,151,311,-0.632136007,left,['left'],[0.044653299992205575],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
281,0,0,-18.99610056,"shiny_rigid_machineShop_None_[76, 0, 0]_[-53, 38, 48]_None_1.693_2_0",rigid,shiny,-0.825194501,shiny,rigid,machineShop,None,"[76, 0, 0]","[-53, 38, 48]",None,1.693,2,0,0,2,1,1,validationSet_v7_movies/281.mp4,,,,,3,3,63,3,validationSet_v7_movies/294.mp4,validationSet_v7_movies/340.mp4,shiny,294,340,-0.659866369,right,['left'],[0.06654990001698025],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
282,0,0,-18.18064232,"shiny_rigid_machineShop_None_[68, 0, 0]_[48, 43, -35]_None_1.08_0_14",rigid,shiny,-0.795155161,shiny,rigid,machineShop,None,"[68, 0, 0]","[48, 43, -35]",None,1.08,0,0,0,2,1,1,validationSet_v7_movies/282.mp4,,,,,3,4,64,4,validationSet_v7_movies/282.mp4,validationSet_v7_movies/276.mp4,shiny,282,276,-0.658550936,right,['left'],[0.061104400025215],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
294,0,0,-18.1286322,"shiny_rigid_machineShop_None_[26, 0, 0]_[48, -42, -46]_None_1.876_2_15",rigid,shiny,-0.793239245,shiny,rigid,machineShop,None,"[26, 0, 0]","[48, -42, -46]",None,1.876,2,0,0,2,1,1,validationSet_v7_movies/294.mp4,,,,,3,5,65,5,validationSet_v7_movies/110.mp4,validationSet_v7_movies/67.mp4,shiny,110,67,-0.810565155,left,['left'],[0.02234989998396486],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
110,0,0,-17.80273237,"shiny_soft_lobby_None_[61, 0, 0]_[61, 0, 0]_FORCE_1.816_1_19",soft,shiny,-0.781233951,shiny,soft,lobby,None,"[61, 0, 0]","[61, 0, 0]",FORCE,1.816,1,0,1,1,-1,-1,validationSet_v7_movies/110.mp4,,,,,3,6,66,6,validationSet_v7_movies/298.mp4,validationSet_v7_movies/392.mp4,shiny,298,392,-0.71678828,right,['left'],[0.06778109999140725],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
151,0,0,-17.78750367,"shiny_soft_galileo_None_[54, 0, 0]_[54, 0, 0]_MAGNET_1.292_0_7",soft,shiny,-0.780672966,shiny,soft,galileo,None,"[54, 0, 0]","[54, 0, 0]",MAGNET,1.292,0,0,1,1,-1,-1,validationSet_v7_movies/151.mp4,,,,,3,7,67,7,validationSet_v7_movies/182.mp4,validationSet_v7_movies/188.mp4,shiny,182,188,-0.897805538,left,['left'],[0.05876030001672916],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
280,0,0,-17.44307924,"shiny_rigid_machineShop_None_[88, 0, 0]_[-54, -35, 29]_None_1.046_0_11",rigid,shiny,-0.767985274,shiny,rigid,machineShop,None,"[88, 0, 0]","[-54, -35, 29]",None,1.046,0,0,0,2,1,1,validationSet_v7_movies/280.mp4,,,,,3,8,68,8,validationSet_v7_movies/117.mp4,validationSet_v7_movies/155.mp4,shiny,117,155,-0.693789269,right,['left'],[0.49243630000273697],0,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
117,0,0,-17.19589897,"shiny_soft_lobby_None_[12, 0, 0]_[12, 0, 0]_WIND_1.567_1_13",soft,shiny,-0.758879802,shiny,soft,lobby,None,"[12, 0, 0]","[12, 0, 0]",WIND,1.567,1,0,1,1,-1,-1,validationSet_v7_movies/117.mp4,,,,,3,9,69,9,validationSet_v7_movies/126.mp4,validationSet_v7_movies/264.mp4,shiny,126,264,-0.910848997,left,['left'],[0.10812269998132251],1,477438,001,2023-04-06_16h48.00.847,non_rigid_shiny_experiment_v3,2022.2.4,60.081097470875775,
